,,,,,,,,,,,,
Constellation Lines,,,,,,,,,,,,
"Blank rows mean that you should ""pick up your pen"" when drawing the constellations.",,,,,,,,,,,,
"Dan Bruton, SFA Observatory, astro@sfasu.edu, http://observe.phy.sfasu.edu/",,,,,,,,,,,,
SGE,delta,19.789722,18.5333,3.80,,-63.7643,32.2737,,96.8361,-49.0127,,d
SGE,alpha,19.668333,18.0167,4.36,,-65.2258,30.4499,,97.8764,-45.6925,,a
SGE,,,,,,,,,,,,
SGE,delta,19.789722,18.5333,3.80,,-63.7643,32.2737,,96.8361,-49.0127,,d
SGE,beta,19.683889,17.4833,4.37,,-65.5836,30.9429,,97.2072,-45.8632,,b
SGE,,,,,,,,,,,,
SGR,zeta,19.043611,-29.8667,2.60,,-115.4206,32.3437,,57.9029,-16.2258,,z
SGR,tau,19.115556,-27.6667,3.31,,-112.6841,33.8783,,59.6938,-17.9469,,t
SGR,sigma,18.921111,-26.3000,2.06,,-112.9348,27.7743,,61.8568,-15.2126,,s
SGR,phi,18.761111,-27.0000,3.18,,-114.6850,23.1593,,61.7535,-12.4704,,j
SGR,zeta,19.043611,-29.8667,2.60,,-115.4206,32.3437,,57.9029,-16.2258,,z
SGR,,,,,,,,,,,,
SGR,phi,18.761111,-27.0000,3.18,,-114.6850,23.1593,,61.7535,-12.4704,,j
SGR,lambda,18.466111,-25.4333,2.83,,-114.5750,14.0511,,64.0865,-7.8594,,l
SGR,delta,18.350000,-29.8167,2.69,,-119.3140,10.9634,,59.9309,-5.5069,,d
SGR,gamma,18.096667,-30.4333,2.99,,-120.3948,3.0475,,59.5476,-1.5073,,g
SGR,epsilon,18.402778,-34.3833,1.83,,-123.6925,13.0916,,55.3078,-5.8537,,e
SGR,delta,18.350000,-29.8167,2.69,,-119.3140,10.9634,,59.9309,-5.5069,,d
SGR,,,,,,,,,,,,
SGR,epsilon,18.402778,-34.3833,1.83,,-123.6925,13.0916,,55.3078,-5.8537,,e
SGR,zeta,19.043611,-29.8667,2.60,,-115.4206,32.3437,,57.9029,-16.2258,,z
SGR,alpha,19.398333,-40.6167,3.96,,-121.9616,46.7556,,46.1110,-17.6773,,a
SGR,beta,19.377222,-44.4667,4.01,,-125.8206,47.4391,,42.6056,-16.0639,,b
SGR,,,,,,,,,,,,
APS,alpha,14.797500,-79.0333,3.85,,-113.0231,-125.6902,,7.3328,8.1546,,a
APS,delta,16.339167,-78.7000,4.73,,-153.0028,-71.0621,,10.2486,4.7599,,d
APS,gamma,16.557500,-78.8833,3.88,,-156.9830,-62.2729,,10.3333,4.0991,,g
APS,beta,16.717778,-77.5167,4.23,,-158.1667,-55.1827,,11.7866,4.1122,,b
APS,delta,16.339167,-78.7000,4.73,,-153.0028,-71.0621,,10.2486,4.7599,,d
APS,,,,,,,,,,,,
AQL,gamma,19.770833,10.6167,2.72,,-71.0042,35.4981,,89.9963,-44.9931,,g
AQL,delta,19.424722,3.1167,3.36,,-80.9094,31.6605,,86.7141,-33.9320,,d
AQL,lambda,19.104167,-4.8833,3.43,,-90.9466,27.0475,,81.5851,-24.2634,,l
AQL,iota,19.611944,-1.3000,4.36,,-83.2902,37.3957,,80.9183,-36.3308,,i
AQL,eta,19.874722,1.0000,3.50,,-78.4940,41.9486,,80.2580,-42.8913,,h
AQL,theta,20.188333,-0.8167,3.24,,-75.6297,48.7867,,75.6297,-48.7867,,q
AQL,beta,19.921944,6.4000,3.71,,-73.2387,40.3119,,84.4523,-46.4841,,b
AQL,alpha,19.846389,8.8667,0.75,,-71.8377,37.7090,,87.5393,-45.9510,,a
AQL,gamma,19.770833,10.6167,2.72,,-71.0042,35.4981,,89.9963,-44.9931,,g
AQL,zeta,19.090278,13.8667,2.99,,-73.0529,21.4372,,99.6642,-29.2461,,z
AQL,epsilon,18.993611,15.0667,4.02,,-72.4124,19.2731,,101.5319,-27.0235,,e
AQL,,,,,,,,,,,,
AQR,alpha,22.096389,-0.3167,2.93,,-43.0190,79.0529,,43.0190,-79.0529,,a
AQR,gamma,22.360833,-1.3833,3.84,,-38.0230,83.0973,,36.8718,-80.5815,,g
AQR,eta,22.589167,-0.1167,4.02,,-32.4913,83.9304,,32.4913,-83.9304,,h
AQR,pi,22.421111,1.3667,4.66,,-35.6024,81.1686,,36.7003,-83.6717,,p
AQR,alpha,22.096389,-0.3167,2.93,,-43.0190,79.0529,,43.0190,-79.0529,,a
AQR,beta,21.526111,-5.5833,2.88,,-57.6677,76.2273,,50.9306,-67.3220,,b
AQR,nu,21.160000,-11.3833,4.51,,-68.6239,74.6280,,53.2137,-57.8695,,n
AQR,mu,20.877778,-8.9833,4.72,,-72.1952,67.7168,,59.0909,-55.4254,,m
AQR,epsilon,20.794722,-9.5000,3.77,,-74.0348,66.4763,,59.8975,-53.7823,,e
AQR,,,,,,,,,,,,
AQR,beta,21.526111,-5.5833,2.88,,-57.6677,76.2273,,50.9306,-67.3220,,b
AQR,iota,22.107222,-13.8667,4.26,,-49.3882,91.3733,,36.2011,-66.9758,,i
AQR,,,,,,,,,,,,
AQR,alpha,22.096389,-0.3167,2.93,,-43.0190,79.0529,,43.0190,-79.0529,,a
AQR,omicron,22.055278,-2.1500,4.75,,-44.9153,80.4626,,42.8194,-76.7080,,o
AQR,theta,22.280278,-7.7833,4.15,,-42.5519,88.0393,,35.7779,-74.0238,,q
AQR,lambda,22.876944,-7.5833,3.76,,-28.2794,93.3958,,23.8841,-78.8800,,l
AQR,phi,23.238889,-6.0500,4.22,,-19.0124,94.1495,,16.6173,-82.2889,,j
AQR,psi,23.264722,-9.0833,4.22,,-18.9555,97.2533,,15.4801,-79.4221,,y
AQR,delta,22.910833,-15.8167,3.27,,-29.7657,101.5439,,20.8674,-71.1879,,d
AQR,tau,22.826667,-13.5833,4.01,,-31.3205,98.7347,,23.1061,-72.8397,,t
AQR,lambda,22.876944,-7.5833,3.76,,-28.2794,93.3958,,23.8841,-78.8800,,l
AQR,,,,,,,,,,,,
AQR,psi^2,23.298333,-9.1833,4.40,,-18.1173,97.5146,,14.7623,-79.4570,,Y^2
AQR,98,23.382778,-20.1000,3.96,,-17.7136,108.6657,,11.2459,-68.9894,,98
AQR,99,23.434167,-20.6333,4.39,,-16.3288,109.4217,,10.2381,-68.6070,,99
AQR,101,23.554722,-20.9167,4.69,,-12.9007,110.1639,,8.0351,-68.6145,,101
AQR,,,,,,,,,,,,
AQR,psi^1,23.264722,-9.0833,4.22,,-18.9555,97.2533,,15.4801,-79.4221,,Y^1
AQR,88,23.157500,-21.1667,3.66,,-24.3213,108.4735,,15.0595,-67.1658,,88
AQR,89,23.165000,-22.4500,4.69,,-24.3865,109.7739,,14.6493,-65.9424,,89
AQR,86,23.111389,-23.7500,4.47,,-26.2245,110.6858,,15.2736,-64.4653,,86
AQR,,,,,,,,,,,,
ARA,alpha,17.530833,-49.8833,2.94,,-138.8295,-17.1384,,39.8144,4.9151,,a
ARA,beta,17.421667,-55.5333,2.84,,-143.8684,-21.9507,,34.0724,5.1986,,b
ARA,gamma,17.423333,-56.3833,3.32,,-144.7183,-22.0158,,33.2343,5.0559,,g
ARA,delta,17.518333,-60.6833,3.59,,-149.4869,-18.9509,,29.0839,3.6870,,d
ARA,,,,,,,,,,,,
ARA,beta,17.421667,-55.5333,2.84,,-143.8684,-21.9507,,34.0724,5.1986,,b
ARA,zeta,16.977222,-55.9833,3.12,,-140.7813,-38.6235,,32.8045,8.9999,,z
ARA,,,,,,,,,,,,
ARA,epsilon,16.993056,-53.1500,4.05,,-138.2047,-37.3013,,35.5770,9.6022,,e
ARA,zeta,16.977222,-55.9833,3.12,,-140.7813,-38.6235,,32.8045,8.9999,,z
ARA,eta,16.829722,-59.0500,3.75,,-142.1091,-44.9546,,29.5087,9.3347,,h
ARA,,,,,,,,,,,,
VOL,beta,8.428889,-66.1333,3.76,,125.6168,-92.7256,,-19.2019,14.1741,,b
VOL,epsilon,8.132500,-68.6167,4.34,,134.5329,-84.0247,,-18.1366,11.3275,,e
VOL,zeta,7.696944,-72.6000,3.94,,146.8163,-69.8837,,-15.7110,7.4783,,z
VOL,gamma,7.145833,-70.5000,3.56,,153.3325,-47.4277,,-18.6292,5.7622,,g
VOL,epsilon,8.132500,-68.6167,4.34,,134.5329,-84.0247,,-18.1366,11.3275,,e
VOL,alpha,9.040833,-66.4000,4.00,,109.4030,-111.7674,,-16.5084,16.8652,,a
VOL,beta,8.428889,-66.1333,3.76,,125.6168,-92.7256,,-19.2019,14.1741,,b
VOL,,,,,,,,,,,,
VOL,delta,7.280556,-67.9500,3.97,,149.1567,-51.9662,,-20.8224,7.2545,,d
VOL,epsilon,8.132500,-68.6167,4.34,,134.5329,-84.0247,,-18.1366,11.3275,,e
VOL,theta,8.651389,-70.3833,5.19,,123.2721,-102.6002,,-15.0776,12.5491,,theta
VOL,,,,,,,,,,,,
VUL,13,19.891111,24.0833,4.57,,-58.0017,31.3178,,100.3848,-54.2024,,13
VUL,alpha,19.478611,24.6667,4.42,,-60.4992,24.6636,,106.1822,-43.2871,,a
VUL,1,19.270278,21.4000,4.77,,-64.8414,22.3953,,105.2964,-36.3679,,1
VUL,,,,,,,,,,,,
BOO,theta,14.420000,51.8500,4.05,,-22.5853,-30.7462,,83.9771,114.3209,,q
BOO,lambda,14.273056,46.0833,4.18,,-24.6188,-36.3674,,76.2854,112.6908,,l
BOO,eta,13.911389,18.4000,2.68,,-34.3520,-62.8212,,52.0078,95.1091,,h
BOO,upsilon,13.824444,15.8000,4.04,,-34.1085,-65.8958,,48.6345,93.9592,,u
BOO,,,,,,,,,,,,
BOO,gamma,14.534722,38.3167,3.04,,-31.8342,-40.7154,,79.0364,101.0862,,g
BOO,rho,14.530556,30.3833,3.57,,-36.6695,-47.0053,,74.0464,94.9172,,r
BOO,alpha,14.261111,19.1833,-0.11,,-39.5147,-58.7672,,60.9228,90.6058,,a
BOO,zeta,14.685833,13.7167,4.43,,-49.3266,-58.1896,,67.0656,79.1161,,z
BOO,epsilon,14.749722,27.0833,2.40,,-41.4804,-47.3063,,77.1920,88.0335,,e
BOO,delta,15.258333,33.3167,3.48,,-42.6982,-37.2809,,92.8915,81.1059,,d
BOO,beta,15.032500,40.3833,3.49,,-35.3815,-34.7845,,92.9760,91.4072,,b
BOO,gamma,14.534722,38.3167,3.04,,-31.8342,-40.7154,,79.0364,101.0862,,g
BOO,lambda,14.273056,46.0833,4.18,,-24.6188,-36.3674,,76.2854,112.6908,,l
BOO,,,,,,,,,,,,
BOO,delta,15.258333,33.3167,3.48,,-42.6982,-37.2809,,92.8915,81.1059,,d
BOO,mu,15.408333,37.3833,4.31,,-40.9630,-33.0235,,99.1701,79.9488,,m
BOO,,,,,,,,,,,,
BOO,rho,14.530556,30.3833,3.57,,-36.6695,-47.0053,,74.0464,94.9172,,r
BOO,sigma,14.578056,29.7500,4.46,,-37.6469,-47.0401,,74.8252,93.4946,,s
BOO,epsilon,14.749722,27.0833,2.40,,-41.4804,-47.3063,,77.1920,88.0335,,e
BOO,,,,,,,,,,,,
CAP,delta,21.783889,-16.1333,2.83,,-58.1793,88.7663,,40.4916,-61.7796,,d
CAP,gamma,21.668056,-16.6667,3.66,,-61.1497,87.3985,,42.0404,-60.0864,,g
CAP,iota,21.370833,-16.8333,4.27,,-67.8644,82.5093,,46.4781,-56.5079,,i
CAP,theta,21.099167,-17.2333,4.06,,-73.8315,77.7682,,50.1008,-52.7721,,q
CAP,beta,20.350278,-14.7833,3.07,,-85.5660,60.4814,,61.4219,-43.4154,,b
CAP,alpha,20.300833,-12.5333,3.56,,-84.4877,58.0940,,63.8327,-43.8915,,a
CAP,,,,,,,,,,,,
CAP,iota,21.370833,-16.8333,4.27,,-67.8644,82.5093,,46.4781,-56.5079,,i
CAP,36,21.478611,-21.8167,4.50,,-68.5653,88.3276,,41.8096,-53.8602,,36
CAP,zeta,21.444444,-22.4167,3.74,,-69.7248,88.1814,,41.9176,-53.0134,,z
CAP,theta,21.099167,-17.2333,4.06,,-73.8315,77.7682,,50.1008,-52.7721,,q
CAP,,,,,,,,,,,,
CAP,theta,21.099167,-17.2333,4.06,,-73.8315,77.7682,,50.1008,-52.7721,,q
CAP,eta,21.073333,-19.8500,4.83,,-76.1702,79.1525,,48.6421,-50.5467,,h
CAP,rho,20.480833,-17.8167,4.77,,-85.8650,65.2046,,57.4867,-43.6545,,r
CAP,beta,20.350278,-14.7833,3.07,,-85.5660,60.4814,,61.4219,-43.4154,,b
CAP,,,,,,,,,,,,
CAP,eta,21.073333,-19.8500,4.83,,-76.1702,79.1525,,48.6421,-50.5467,,h
CAP,24,21.118889,-25.0000,4.50,,-78.7473,83.8085,,44.5093,-47.3700,,24
CAP,,,,,,,,,,,,
CAP,rho,20.480833,-17.8167,4.77,,-85.8650,65.2046,,57.4867,-43.6545,,r
CAP,psi,20.768333,-25.2667,4.13,,-86.2963,76.4157,,48.4637,-42.9148,,y
CAP,omega,20.863611,-26.9333,4.11,,-85.5834,79.6799,,46.1584,-42.9745,,w
CAP,,,,,,,,,,,,
TUC,gamma,23.290556,-58.2333,3.98,,-27.3737,145.6839,,5.8662,-31.2203,,g
TUC,epsilon,23.998611,-65.5833,4.49,,-0.0566,155.5833,,0.0089,-24.4167,,e
TUC,zeta,0.334444,-64.8833,4.24,,13.5439,154.2900,,-2.1963,-25.0205,,z
TUC,beta,0.525833,-62.9667,4.35,,20.9914,151.5195,,-3.7097,-26.7776,,b
TUC,gamma,23.290556,-58.2333,3.98,,-27.3737,145.6839,,5.8662,-31.2203,,g
TUC,alpha,22.308333,-60.2500,2.85,,-64.3883,135.7542,,12.7491,-26.8798,,a
TUC,,,,,,,,,,,,
TUC,delta,22.455278,-64.9500,4.47,,-60.9688,142.4511,,9.8565,-23.0294,,d
TUC,gamma,23.290556,-58.2333,3.98,,-27.3737,145.6839,,5.8662,-31.2203,,g
TUC,,,,,,,,,,,,
TRA,alpha,16.811111,-69.0333,1.93,,-151.3920,-48.7038,,19.9592,6.4210,,a
TRA,beta,15.919167,-63.4333,2.84,,-131.2240,-79.5112,,22.7212,13.7672,,b
TRA,epsilon,15.611944,-66.3167,4.10,,-126.7495,-91.4847,,19.2037,13.8607,,e
TRA,gamma,15.315278,-68.6833,2.89,,-121.0750,-102.5731,,16.2646,13.7791,,g
TRA,alpha,16.811111,-69.0333,1.93,,-151.3920,-48.7038,,19.9592,6.4210,,a
TRA,,,,,,,,,,,,
TEL,epsilon,18.186944,-45.9500,4.53,,-135.7872,6.6510,,43.9973,-2.1550,,e
TEL,alpha,18.449722,-45.9667,3.50,,-135.0254,15.9713,,43.7285,-5.1724,,a
TEL,delta,18.529167,-45.9167,4.95,,-134.6145,18.7691,,43.6610,-6.0876,,d
TEL,iota,19.586944,-48.1000,4.88,,-126.3519,55.7388,,38.3356,-16.9113,,i
TEL,eta,19.380833,-54.4333,5.04,,-135.0982,51.0830,,33.2679,-12.5792,,h
TEL,lambda,18.974444,-52.9333,5.03,,-138.3074,36.0693,,35.8670,-9.3538,,l
TEL,zeta,18.480556,-49.0667,4.12,,-137.9675,17.4497,,40.6098,-5.1362,,z
TEL,epsilon,18.186944,-45.9500,4.53,,-135.7872,6.6510,,43.9973,-2.1550,,e
